Time (s),Speed (RPM),,Cycle,Number of Revolutions
13.9958,3735.3,,,
14,3585.3,,,
14.0042,3541.3,,,
14.0083,3574.6,,,
14.0125,3651.1,,,
14.0167,3744.7,,,
14.0208,3840.6,,,
14.025,3931.8,,,
14.0292,4012.5,,,
14.0333,4076.5,,,
14.0375,4117.8,,,
14.0417,4135.5,,,
14.0458,4135.7,,,
14.05,4129.7,,,
14.0542,4127.3,,,
14.0583,4131.4,,,
14.0625,4138.4,,,
14.0667,4140.8,,,
14.0708,4134.4,,,
14.075,4121.6,,,
14.0792,4110.1,,,
14.0833,4105.3,,,
14.0875,4104.8,,,
14.0917,4098.8,,,
14.0958,4075.3,,,
14.1,4026,,,
14.1042,3957,,,
14.1083,3893.1,,,
14.1125,3869.6,,,
14.1167,3917.9,,,
14.1208,4050.2,,,
14.125,4252.9,,,
14.1292,4493.5,,,
14.1333,4729.8,,,
14.1375,4920.2,,,
14.1417,5032.7,,,
14.1458,5051.4,,,
14.15,4977.3,,,
14.1542,4833.6,,,
14.1583,4664.4,,,
14.1625,4522,,,
14.1667,4451.6,,,
14.1708,4474,,,
14.175,4580.8,,,
14.1792,4741.4,,,
14.1833,4921.8,,,
14.1875,5100,,,
14.1917,5264.7,,,
14.1958,5408,,,
14.2,5521.7,,,
14.2042,5592.9,,,
14.2083,5605.2,,,
14.2125,5543.7,,,
14.2167,5401.9,,,
14.2208,5184.6,,,
14.225,4907.3,,,
14.2292,4592.2,,,
14.2333,4263,,,
14.2375,3941.3,,,
14.2417,3643.4,,,
14.2458,3379.8,,,
14.25,3155.5,,,
14.2542,2970.3,,,
14.2583,2819.8,,,
14.2625,2697.6,,,
14.2667,2596.6,,,
14.2708,2511,,,
14.275,2436.6,,,
14.2792,2371.2,,,
14.2833,2318.8,,,
14.2875,2292.5,,,
14.2917,2309.5,,,
14.2958,2388.2,,,
14.3,2545.1,,,
14.3042,2789.2,,,
14.3083,3118.3,,,
14.3125,3513.4,,,
14.3167,3939.2,,,
14.3208,4352.6,,,
14.325,4706.2,,,
14.3292,4952.3,,,
14.3333,5053.2,,,
14.3375,4990.5,,,
14.3417,4769.9,,,
14.3458,4418.3,,,
14.35,3975.7,,,
14.3542,3486.5,,,
14.3583,2991.1,,,
14.3625,2521.4,,,
14.3667,2098.9,,,
14.3708,1734.8,,,
14.375,1432.5,,,
14.3792,1189.2,,,
14.3833,998.75,,,
14.3875,853.31,,,
14.3917,744.62,,,
14.3958,664.97,,,
14.4,607.64,,,
14.4042,567.02,,,
14.4083,538.67,,,
14.4125,519.14,,,
14.4167,505.86,,,
14.4208,496.93,,,
14.425,490.99,,,
14.4292,487.07,,,
14.4333,484.52,,,
14.4375,482.87,,,
14.4417,481.81,,,
14.4458,481.13,,,
14.45,481.93,,,
14.4542,487.18,,,
14.4583,500.8,,,
14.4625,525.98,,,
14.4667,563.85,,,
14.4708,613.12,,,
14.475,670.62,,,
14.4792,732.24,,,
14.4833,793.86,,,
14.4875,852.07,,,
14.4917,904.45,,,
14.4958,949.7,,,
14.5,987.4,,,
14.5042,1017.4,,,
14.5083,1039.5,,,
14.5125,1053.3,,,
14.5167,1058.7,,,
14.5208,1056.3,,,
14.525,1047.3,,,
14.5292,1033.4,,,
14.5333,1016.7,,,
14.5375,998.79,,,
14.5417,981.24,,,
14.5458,965.06,,,
14.55,950.85,,,
14.5542,938.89,,,
14.5583,929.14,,,
14.5625,921.44,,,
14.5667,915.51,,,
14.5708,909.28,,,
14.575,898.08,,,
14.5792,875.92,,,
14.5833,837.97,,,
14.5875,782.4,,,
14.5917,710.88,,,
14.5958,627.84,,,
14.6,539.09,,,
14.6042,450.47,,,
14.6083,366.84,,,
14.6125,291.62,,,
14.6167,226.67,,,
14.6208,172.57,,,
14.625,128.87,,,
14.6292,94.548,,,
14.6333,68.234,,,
14.6375,48.5,,,
14.6417,33.991,,,
14.6458,23.512,,,
14.65,16.067,,,
14.6542,10.855,,,
14.6583,7.2533,,,
14.6625,4.7885,,,
14.6667,3.0996,,,
14.6708,1.9025,,,
